crd,cre,instance_type,count
"CR1 (Large Class) - A class has many fields","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoPongBeatPanel<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoPongBeatPanel<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoPongBeatComponent<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoScreen8}<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-DataContainer<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR3 (Long Methods) - A method contains too many lines of code.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-createLeiseRieseltDerSchnee<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR3 (Long Methods) - A method contains too many lines of code.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-renderStats<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR3 (Long Methods) - A method contains too many lines of code.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-createOhDuFroehliche<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR3 (Long Methods) - A method contains too many lines of code.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-createJingleBells<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoPongBeatBall<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-renderBorder<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage6}<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-makeParticle<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoPongBeatBallBlink<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoPongBeatParticleString<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoPongBeatBallMedium<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoPongBeatBallSinus<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoPongBeatParticle<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoPongBeatConstants<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-NetTime<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-NetGlobals<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#int9}<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-MessageTypes<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR1 (Large Class) - A class has many fields","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoRelaxEditor<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR1 (Large Class) - A class has many fields","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoRelaxConstants<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR1 (Large Class) - A class has many fields","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoRelaxGame<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoScreen5}<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoRelaxGame<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoRelaxLevelGeneration<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoRelaxComponent<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoRelaxPanel<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR3 (Long Methods) - A method contains too many lines of code.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-getEightLevel<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR3 (Long Methods) - A method contains too many lines of code.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-getTwelveLevel<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR3 (Long Methods) - A method contains too many lines of code.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-getElevenLevel<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR3 (Long Methods) - A method contains too many lines of code.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-getTenLevel<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR3 (Long Methods) - A method contains too many lines of code.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-getNineLevel<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR3 (Long Methods) - A method contains too many lines of code.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-getSevenLevel<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR3 (Long Methods) - A method contains too many lines of code.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-getSixLevel<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR3 (Long Methods) - A method contains too many lines of code.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-makeRecs<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonWithImage9}<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImageLevelChooser7}<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-checkCollision<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoRelaxLevel<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-changeImage<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoRelaxTile<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-getSubImage<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImageSimple6}<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-getRelaxTile<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoRelaxConstants<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR1 (Large Class) - A class has many fields","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoBubbleGame<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR1 (Large Class) - A class has many fields","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleImages<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR1 (Large Class) - A class has many fields","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoHiddenPush<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR1 (Large Class) - A class has many fields","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimplePanel<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR1 (Large Class) - A class has many fields","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleConstants<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR1 (Large Class) - A class has many fields","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleGame<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR1 (Large Class) - A class has many fields","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleAnimation<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleLevelGame<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimplePuzzleLevelMaker<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleComponent<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimplePuzzleGame<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoFun<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleEntity<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoBubbleGame<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleOneButtonLevels<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoHiddenPush<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleGame<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleOneButton<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimplePanel<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR3 (Long Methods) - A method contains too many lines of code.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-saveLevel<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR3 (Long Methods) - A method contains too many lines of code.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleAnimationSunglasses<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR3 (Long Methods) - A method contains too many lines of code.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-getLevelTunnel<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR3 (Long Methods) - A method contains too many lines of code.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-loseGameField<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR3 (Long Methods) - A method contains too many lines of code.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-loseGameSteps<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoBubbleDog<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleEntity<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImageSimple<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleDrive<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleButtonNot<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-sheepCheck<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleHighscoreHelp<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleOneSplatter<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleOneButtonEntity<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimplePuzzleEntity<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleEntityMenu<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoHiddenPushEntity<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoButtonWithImageAndText<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-renderStringWithBackground<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleAnimationMake<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoBubbleLevels<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleOneButtonLevels<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleLevels<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR1 (Large Class) - A class has many fields","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleSudokuConstants<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleSudokuPanel<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleSudokuLevelMake<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleSudokuGameComponent<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR3 (Long Methods) - A method contains too many lines of code.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-makeWinImage<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleSudokuMenu<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImageLevelChooser<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawInBubbles<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
