idcre,system_name,cre,crd,time,result,instance_type
33016,ApoMonoAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMonoSpeech<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",16,0,<InstanceType-Method>
33036,ApoMonoAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawX<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",14,0,<InstanceType-Method>
33040,ApoMonoAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-touchedDragged<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",17,0,<InstanceType-Method>
33052,ApoMonoAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoLevelChooserButton<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",11,0,<InstanceType-Method>
33088,ApoMonoAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawOptions<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",16,0,<InstanceType-Method>
33091,ApoMonoAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawInputBox<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",17,0,<InstanceType-Method>
33106,ApoMonoAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawBlock<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",13,0,<InstanceType-Method>
33113,ApoMonoAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawOneBlock<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",12,0,<InstanceType-Method>
33117,ApoMonoAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawString<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",11,0,<InstanceType-Method>
33127,ApoMonoAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-touchedDragged<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",9,0,<InstanceType-Method>
33130,ApoMonoAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawMenu<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",17,0,<InstanceType-Method>
33131,ApoMonoAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-touchedDragged<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",13,0,<InstanceType-Method>
33149,ApoMonoAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-touchedDragged<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",14,0,<InstanceType-Method>
33150,ApoMonoAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-renderPlayer<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",22,0,<InstanceType-Method>
33155,ApoMonoAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-touchedDragged<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",10,0,<InstanceType-Method>
33165,ApoMonoAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawString<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",10,0,<InstanceType-Method>
33194,ApoMonoAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-onPointerDragged<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",19,0,<InstanceType-Method>
33605,ApoMonoAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#boolean<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",9,0,<InstanceType-Class>
33606,ApoMonoAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#float<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",18,0,<InstanceType-Class>
33621,ApoMonoAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#int<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",12,0,<InstanceType-Class>
33624,ApoMonoAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#void<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",8,0,<InstanceType-Class>
33632,ApoMonoAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#char<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",8,0,<InstanceType-Class>
33661,ApoSnake,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSnakePanel<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]","CR2 (Large Class) - A class has many methods",13,0,<InstanceType-Class>
33668,ApoSnake,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoEntity<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]","CR2 (Large Class) - A class has many methods",48,0,<InstanceType-Class>
33701,ApoSnake,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-render<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]","CR3 (Long Methods) - A method contains too many lines of code.",373,0,<InstanceType-Method>
33758,ApoSnake,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-loadLevel<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]","CR3 (Long Methods) - A method contains too many lines of code.",416,0,<InstanceType-Method>
33784,ApoSnake,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawMoveButtons<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]","CR3 (Long Methods) - A method contains too many lines of code.",5,0,<InstanceType-Method>
33795,ApoSnake,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-render<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]","CR3 (Long Methods) - A method contains too many lines of code.",544,0,<InstanceType-Method>
33946,ApoSnake,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawString<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",48,0,<InstanceType-Method>
33947,ApoSnake,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-touchedDragged<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",32,0,<InstanceType-Method>
33962,ApoSnake,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawString<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",47,0,<InstanceType-Method>
33974,ApoSnake,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoButton<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",52,0,<InstanceType-Method>
33982,ApoSnake,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-touchedDragged<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",55,0,<InstanceType-Method>
34009,ApoSnake,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-touchedDragged<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",57,0,<InstanceType-Method>
34012,ApoSnake,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawWall<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",52,0,<InstanceType-Method>
34039,ApoSnake,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawSnakeEyes<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",36,0,<InstanceType-Method>
34043,ApoSnake,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-touchedDragged<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",58,0,<InstanceType-Method>
34054,ApoSnake,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoEntity<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",33,0,<InstanceType-Method>
34099,ApoSnake,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoLevelChooserButton<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",48,0,<InstanceType-Method>
34118,ApoSnake,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSnakeString<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",43,0,<InstanceType-Method>
34152,ApoSnake,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-touchedDragged<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",56,0,<InstanceType-Method>
34423,ApoSnake,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#char<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",10,0,<InstanceType-Class>
34426,ApoSnake,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#float<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",11,0,<InstanceType-Class>
34432,ApoSnake,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#boolean<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",5,0,<InstanceType-Class>
34433,ApoSnake,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#int<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",10,0,<InstanceType-Class>
34437,ApoSnake,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#byte<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",19,0,<InstanceType-Class>
34442,ApoSnake,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#void<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",6,0,<InstanceType-Class>
34446,ApoSnake,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSnakeConstants<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",17,0,<InstanceType-Class>
34453,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsGLFont<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]","CR1 (Large Class) - A class has many fields",875,0,<InstanceType-Class>
34457,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsRenderCommand<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]","CR1 (Large Class) - A class has many fields",5,0,<InstanceType-Class>
34473,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsKeyEvent<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]","CR1 (Large Class) - A class has many fields",7,0,<InstanceType-Class>
34486,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsGLRenderer<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]","CR1 (Large Class) - A class has many fields",451,0,<InstanceType-Class>
34499,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsApp<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]","CR1 (Large Class) - A class has many fields",7,0,<InstanceType-Class>
34518,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsGame<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]","CR2 (Large Class) - A class has many methods",5,0,<InstanceType-Class>
34523,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsGLFactory<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]","CR2 (Large Class) - A class has many methods",9,0,<InstanceType-Class>
34531,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsAnimationWidget<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]","CR2 (Large Class) - A class has many methods",33,0,<InstanceType-Class>
34534,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsButtonWidget<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]","CR2 (Large Class) - A class has many methods",6,0,<InstanceType-Class>
34558,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsIO<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]","CR2 (Large Class) - A class has many methods",5,0,<InstanceType-Class>
34560,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsGLGraphics<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]","CR2 (Large Class) - A class has many methods",4,0,<InstanceType-Class>
34561,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsGraphics<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]","CR2 (Large Class) - A class has many methods",57,0,<InstanceType-Class>
34574,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsBitmapGraphics<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]","CR2 (Large Class) - A class has many methods",40,0,<InstanceType-Class>
34761,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-convert<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]","CR3 (Long Methods) - A method contains too many lines of code.",371,0,<InstanceType-Method>
34796,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-load<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]","CR3 (Long Methods) - A method contains too many lines of code.",188,0,<InstanceType-Method>
34806,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsGLRenderer<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]","CR3 (Long Methods) - A method contains too many lines of code.",185,0,<InstanceType-Method>
34900,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-onCreate<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]","CR3 (Long Methods) - A method contains too many lines of code.",6,0,<InstanceType-Method>
35041,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawTriangle<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]","CR3 (Long Methods) - A method contains too many lines of code.",179,0,<InstanceType-Method>
35298,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-createFontBitmap<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]","CR3 (Long Methods) - A method contains too many lines of code.",368,0,<InstanceType-Method>
35408,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-setPixel<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",29,0,<InstanceType-Method>
35409,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-play<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",28,0,<InstanceType-Method>
35411,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawRect<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",25,0,<InstanceType-Method>
35430,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-fillArc<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",31,0,<InstanceType-Method>
35431,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawArc<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",31,0,<InstanceType-Method>
35433,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-onPointerDragged<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",34,0,<InstanceType-Method>
35435,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-fillRoundRect<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",31,0,<InstanceType-Method>
35440,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-onPointerDragged<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",51,0,<InstanceType-Method>
35445,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawOval<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",40,0,<InstanceType-Method>
35478,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-onPointerDragged<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",40,0,<InstanceType-Method>
35479,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawArc<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",47,0,<InstanceType-Method>
35481,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-play<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",53,0,<InstanceType-Method>
35489,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsCheckBoxWidget<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",34,0,<InstanceType-Method>
35498,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawOval<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",43,0,<InstanceType-Method>
35503,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-fillOval<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",30,0,<InstanceType-Method>
35512,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-fillRoundRect<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",43,0,<InstanceType-Method>
35513,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsToggleButtonWidget<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",51,0,<InstanceType-Method>
35514,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-onPointerDragged<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",43,0,<InstanceType-Method>
35517,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-play<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",33,0,<InstanceType-Method>
35539,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-fillArc<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",29,0,<InstanceType-Method>
35540,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawTriangle<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",51,0,<InstanceType-Method>
35546,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsButtonWidget<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",26,0,<InstanceType-Method>
35547,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawRoundRect<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",54,0,<InstanceType-Method>
35574,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsProgressBarWidget<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",40,0,<InstanceType-Method>
35579,BitsEngineAndroid,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-onPointerDragged<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",39,0,<InstanceType-Method>
